Directory	Run	LogLikelihood	ModelParameters	ModelValues
output_full_group2-group4_process6_30-5-25	Run 4	-12816.45	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.192, 0.865, 2.105, 4.197, 40.536, 0.00e+00, 0.00e+00, 1.11, 20.966, 28.826, 0.474, 0.097, 6446.51)
output_full_group2-group4_process6_30-5-25	Run 8	-12878.54	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.251, 0.535, 2.092, 4.036, 52.038, 0.00e+00, 0.00e+00, 1.055, 20.197, 25.953, 0.498, 0.102, 6566.95)
output_full_group2-group4_process6_30-5-25	Run 5	-12894.85	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.968, 0.982, 2.064, 3.445, 48.216, 0.00e+00, 0.00e+00, 1.241, 20.182, 28.688, 0.461, 0.087, 6320.65)
output_full_group2-group4_process6_30-5-25	Run 3	-12913.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.357, 1.03, 2.403, 4.4, 39.703, 0.00e+00, 0.00e+00, 1.488, 23.987, 35.037, 0.373, 0.078, 5496.33)
output_full_group1-group4_process8_30-5-25	Run 8	-12122.81	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.576, 2.247, 5.0, 0.813, 47.598, 0.00e+00, 0.768, 0.944, 13.536, 22.698, 0.492, 0.124, 7879.91)
output_full_group1-group4_process8_30-5-25	Run 3	-12132.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.033, 0.83, 5.0, 0.862, 56.722, 0.00e+00, 0.71, 0.977, 14.169, 24.076, 0.501, 0.093, 7366.11)
output_full_group1-group4_process8_30-5-25	Run 6	-12852.35	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.342, 0.079, 1.883, 2.188, 36.53, 0.00e+00, 0.082, 0.891, 17.006, 25.455, 0.461, 0.148, 7162.80)
output_full_group1-group4_process8_30-5-25	Run 1	-12853.51	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(41.421, 0.01, 1.835, 2.112, 36.045, 0.00e+00, 0.107, 0.828, 16.331, 24.668, 0.501, 0.134, 7430.40)
output_full_group1-group4_process8_30-5-25	Run 4	-12857.78	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.053, 1.694, 2.157, 2.858, 33.34, 0.00e+00, 0.077, 0.898, 20.138, 28.998, 0.421, 0.14, 6580.59)
output_full_group4-Amil_process6_30-5-25	Run 7	-25528.10	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.019, 0.615, 3.551, 1.337, 15.775, 0.00e+00, 0.00e+00, 2.899, 27.021, 10.185, 0.029, 0.233, 9416.07)
output_full_group4-Amil_process6_30-5-25	Run 3	-25528.33	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.59, 0.207, 3.734, 1.384, 16.562, 0.00e+00, 0.00e+00, 3.02, 27.84, 10.501, 0.029, 0.224, 9079.51)
output_full_group4-Amil_process6_30-5-25	Run 4	-25534.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.293, 0.142, 3.012, 1.144, 11.413, 0.00e+00, 0.00e+00, 2.601, 23.923, 8.978, 0.03, 0.27, 10681.98)
output_full_group4-Amil_process6_30-5-25	Run 8	-25552.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.845, 4.454, 2.976, 1.133, 15.878, 0.00e+00, 0.00e+00, 2.56, 23.495, 8.608, 0.033, 0.27, 10808.05)
output_full_group4-Amil_process6_30-5-25	Run 6	-25576.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.489, 0.97, 3.018, 1.212, 12.952, 0.00e+00, 0.00e+00, 2.582, 24.019, 9.291, 0.033, 0.252, 10547.23)
output_full_group3-Amil_process7_30-5-25	Run 7	-23947.17	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.049, 2.844, 2.804, 1.118, 12.38, 0.00e+00, 0.00e+00, 2.538, 20.62, 9.796, 0.032, 0.249, 9959.86)
output_full_group3-Amil_process7_30-5-25	Run 6	-23955.84	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(5.885, 1.375, 2.936, 1.132, 12.303, 0.00e+00, 0.00e+00, 2.617, 21.091, 10.152, 0.032, 0.244, 9679.74)
output_full_group3-Amil_process7_30-5-25	Run 3	-23986.31	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.042, 17.966, 2.751, 1.001, 11.381, 0.00e+00, 0.02, 2.475, 19.787, 9.605, 0.034, 0.256, 10297.58)
output_full_group3-Amil_process7_30-5-25	Run 2	-23989.59	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.271, 0.01, 1.787, 0.789, 14.836, 0.00e+00, 0.00e+00, 1.843, 15.018, 7.052, 0.048, 0.327, 13585.44)
output_full_group3-Amil_process7_30-5-25	Run 8	-24091.25	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.077, 0.386, 1.208, 0.557, 9.532, 0.00e+00, 0.00e+00, 1.458, 11.723, 5.588, 0.057, 0.432, 17423.77)
output_full_group3-Amil_process3_30-5-25	Run 3	-23944.39	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.0, 0.178, 2.787, 1.091, 11.914, 0.00e+00, 0.00e+00, 2.506, 20.416, 9.562, 0.032, 0.259, 10109.87)
output_full_group3-Amil_process3_30-5-25	Run 1	-23960.16	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.994, 5.622, 2.338, 0.93, 11.922, 0.00e+00, 0.00e+00, 2.271, 18.056, 8.495, 0.036, 0.286, 11317.36)
output_full_group3-Amil_process3_30-5-25	Run 7	-23975.37	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.046, 0.282, 2.843, 1.114, 12.636, 0.00e+00, 0.022, 2.467, 20.236, 9.803, 0.035, 0.245, 10089.68)
output_full_group3-Amil_process3_30-5-25	Run 2	-23984.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.227, 1.984, 2.825, 1.104, 10.491, 0.00e+00, 0.00e+00, 2.582, 20.737, 10.208, 0.032, 0.249, 9856.34)
output_full_group3-Amil_process3_30-5-25	Run 6	-23998.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.814, 0.37, 2.216, 1.0, 14.046, 0.00e+00, 0.00e+00, 2.072, 17.297, 8.22, 0.043, 0.282, 11833.70)
output_full_group3-Amil_process8_30-5-25	Run 5	-23947.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(5.615, 3.707, 2.602, 1.039, 12.091, 0.00e+00, 2.17e-05, 2.355, 19.305, 9.012, 0.035, 0.271, 10683.21)
output_full_group3-Amil_process8_30-5-25	Run 6	-23948.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.199, 0.01, 2.45, 0.987, 11.742, 0.00e+00, 0.00e+00, 2.291, 18.617, 8.761, 0.036, 0.279, 11049.26)
output_full_group3-Amil_process8_30-5-25	Run 3	-23958.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.003, 2.985, 2.54, 1.036, 13.407, 0.00e+00, 0.00e+00, 2.246, 18.879, 8.693, 0.037, 0.28, 11000.65)
output_full_group3-Amil_process8_30-5-25	Run 7	-23979.04	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.161, 1.409, 2.627, 1.073, 15.277, 0.00e+00, 0.00e+00, 2.411, 19.593, 9.405, 0.038, 0.25, 10368.62)
output_full_group3-Amil_process8_30-5-25	Run 8	-24027.84	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.216, 1.697, 2.985, 1.001, 14.407, 0.00e+00, 0.00e+00, 2.7, 21.403, 9.871, 0.03, 0.251, 9601.99)
output_full_group1-group3_process8_30-5-25	Run 4	-12747.96	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.078, 1.49, 4.668, 0.828, 27.716, 0.00e+00, 0.601, 1.629, 20.113, 22.174, 0.194, 0.32, 6007.74)
output_full_group1-group3_process8_30-5-25	Run 7	-12751.18	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.062, 0.057, 5.0, 0.87, 30.322, 0.00e+00, 0.588, 1.694, 21.125, 23.061, 0.191, 0.3, 5754.23)
output_full_group1-group3_process8_30-5-25	Run 5	-12762.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.454, 0.88, 4.386, 0.787, 19.469, 0.00e+00, 0.606, 1.685, 19.797, 22.459, 0.178, 0.342, 6094.89)
output_full_group1-group3_process8_30-5-25	Run 8	-12763.45	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.011, 1.973, 5.0, 0.827, 30.728, 0.00e+00, 0.643, 1.534, 19.63, 21.681, 0.219, 0.3, 6158.16)
output_full_group1-group3_process8_30-5-25	Run 1	-13230.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.552, 0.694, 1.778, 2.501, 31.854, 0.00e+00, 0.00e+00, 1.095, 21.027, 22.47, 0.326, 0.219, 6254.92)
output_full_group1-group3_process7_30-5-25	Run 7	-12859.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.998, 1.044, 4.689, 1.0, 47.176, 0.00e+00, 0.595, 1.56, 19.855, 22.458, 0.222, 0.27, 5818.88)
output_full_group1-group3_process7_30-5-25	Run 6	-13220.84	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.149, 0.091, 1.851, 2.478, 33.526, 0.00e+00, 0.00e+00, 1.216, 22.368, 22.952, 0.285, 0.223, 5959.18)
output_full_group1-group3_process7_30-5-25	Run 3	-13223.75	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.797, 0.249, 1.861, 2.89, 31.168, 0.00e+00, 0.00e+00, 1.046, 21.893, 22.19, 0.32, 0.231, 6213.71)
output_full_group1-group3_process7_30-5-25	Run 5	-13239.20	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.186, 1.872, 1.793, 2.351, 35.371, 0.00e+00, 0.00e+00, 1.14, 21.004, 21.323, 0.304, 0.239, 6244.68)
output_full_group1-group3_process7_30-5-25	Run 2	-13276.67	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.02, 0.01, 1.697, 2.088, 31.85, 0.00e+00, 0.00e+00, 1.194, 20.176, 22.847, 0.315, 0.214, 6244.09)
output_full_group1-group4_process1_30-5-25	Run 3	-12106.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.384, 2.142, 5.0, 0.754, 38.289, 0.00e+00, 0.831, 0.887, 12.719, 21.915, 0.527, 0.118, 8419.50)
output_full_group1-group4_process1_30-5-25	Run 6	-12190.65	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.067, 1.627, 5.0, 0.919, 47.897, 0.00e+00, 0.662, 1.113, 15.892, 26.07, 0.406, 0.126, 6928.09)
output_full_group1-group4_process1_30-5-25	Run 1	-12828.01	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.832, 7.731, 2.034, 2.378, 38.567, 0.00e+00, 0.106, 0.874, 18.2, 26.131, 0.459, 0.129, 6902.81)
output_full_group1-group4_process1_30-5-25	Run 2	-12841.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(9.217, 0.3, 2.082, 2.456, 38.176, 0.00e+00, 0.093, 0.925, 18.988, 26.854, 0.43, 0.136, 6707.51)
output_full_group1-group4_process1_30-5-25	Run 7	-12843.53	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.741, 0.157, 1.927, 2.227, 37.744, 0.00e+00, 0.092, 0.891, 17.541, 25.281, 0.458, 0.144, 7086.29)
output_full_group3-group4_process7_30-5-25	Run 1	-9713.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.322, 0.818, 2.086, 3.085, 35.887, 0.275, 6.49e-07, 0.938, 17.122, 26.972, 0.757, 0.178, 7131.86)
output_full_group3-group4_process7_30-5-25	Run 5	-10146.52	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.289, 1.305, 1.912, 1.87, 33.162, 0.771, 0.046, 0.77, 14.22, 24.105, 0.905, 0.14, 8070.05)
output_full_group3-group4_process7_30-5-25	Run 4	-10174.15	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.396, 12.002, 2.025, 2.901, 35.49, 0.258, 0.00e+00, 1.147, 16.944, 28.303, 0.691, 0.175, 6878.33)
output_full_group3-group4_process7_30-5-25	Run 2	-10303.66	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(10.416, 0.973, 1.595, 2.434, 53.201, 0.00e+00, 0.00e+00, 1.158, 13.01, 24.226, 0.962, 0.161, 7640.10)
output_full_group3-group4_process7_30-5-25	Run 8	-10440.84	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.064, 0.103, 1.495, 2.145, 63.716, 0.00e+00, 0.00e+00, 0.986, 10.756, 21.178, 1.114, 0.192, 8431.22)
output_full_group1-group2_process6_30-5-25	Run 6	-12709.60	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.32, 1.199, 1.346, 0.724, 12.585, 0.00e+00, 0.00e+00, 1.768, 20.102, 19.677, 0.108, 0.469, 6330.78)
output_full_group1-group2_process6_30-5-25	Run 4	-12764.89	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(4.718, 0.391, 2.87, 0.768, 17.869, 0.00e+00, 0.556, 1.702, 20.404, 22.16, 0.153, 0.336, 5893.48)
output_full_group1-group2_process6_30-5-25	Run 5	-12771.20	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.228, 3.781, 2.935, 0.772, 17.668, 0.00e+00, 0.552, 1.723, 20.424, 22.738, 0.153, 0.329, 5820.19)
output_full_group1-group2_process6_30-5-25	Run 8	-12789.64	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.901, 0.791, 2.569, 1.0, 17.045, 0.00e+00, 0.303, 1.945, 23.687, 23.588, 0.112, 0.354, 5291.62)
output_full_group1-group2_process6_30-5-25	Run 2	-12797.83	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.441, 0.838, 1.886, 0.752, 14.65, 0.00e+00, 0.244, 1.927, 21.945, 20.177, 0.099, 0.431, 5841.79)
output_full_group2-group4_process4_30-5-25	Run 8	-12794.63	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.047, 0.79, 2.221, 5.071, 33.342, 0.00e+00, 0.00e+00, 0.992, 22.403, 30.128, 0.485, 0.102, 6467.37)
output_full_group2-group4_process4_30-5-25	Run 3	-12809.51	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.322, 0.722, 2.235, 4.529, 44.744, 0.00e+00, 0.00e+00, 1.112, 21.692, 28.073, 0.464, 0.098, 6259.26)
output_full_group2-group4_process4_30-5-25	Run 4	-12845.09	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.129, 0.571, 2.437, 4.568, 39.232, 0.00e+00, 0.00e+00, 1.36, 24.245, 33.368, 0.395, 0.081, 5638.15)
output_full_group2-group4_process4_30-5-25	Run 5	-12846.58	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.623, 0.128, 2.205, 3.74, 46.439, 0.00e+00, 0.00e+00, 1.267, 21.314, 30.212, 0.461, 0.076, 6052.36)
output_full_group2-group4_process4_30-5-25	Run 6	-12869.72	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.072, 0.586, 2.046, 4.545, 37.317, 0.00e+00, 0.00e+00, 0.866, 19.423, 25.139, 0.55, 0.116, 7090.45)
output_full_group2-group3_process2_30-5-25	Run 8	-10630.76	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.83, 0.226, 2.746, 16.384, 18.498, 0.00e+00, 0.00e+00, 0.583, 30.056, 27.642, 0.442, 0.454, 5753.27)
output_full_group2-group3_process2_30-5-25	Run 3	-10651.69	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.875, 0.06, 2.487, 16.089, 16.51, 0.00e+00, 0.00e+00, 0.533, 26.144, 25.402, 0.468, 0.507, 6263.89)
output_full_group2-group3_process2_30-5-25	Run 2	-10805.00	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.617, 2.317, 2.524, 17.325, 15.202, 0.00e+00, 0.00e+00, 0.634, 24.935, 26.757, 0.379, 0.48, 6070.55)
output_full_group2-group3_process2_30-5-25	Run 6	-10838.58	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.522, 0.619, 2.419, 11.275, 21.018, 0.00e+00, 0.00e+00, 0.571, 25.866, 23.009, 0.56, 0.392, 6391.16)
output_full_group2-group3_process2_30-5-25	Run 5	-11170.73	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.057, 1.113, 2.359, 7.182, 31.533, 0.00e+00, 0.00e+00, 0.886, 24.286, 23.496, 0.559, 0.214, 5930.83)
output_full_group3-Amil_process1_30-5-25	Run 3	-23945.38	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.645, 1.633, 2.621, 1.045, 13.956, 0.00e+00, 0.00e+00, 2.382, 19.507, 9.032, 0.034, 0.268, 10568.99)
output_full_group3-Amil_process1_30-5-25	Run 8	-23945.99	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.165, 33.177, 3.205, 1.209, 12.783, 0.00e+00, 0.00e+00, 2.735, 22.382, 10.348, 0.028, 0.242, 9247.28)
output_full_group3-Amil_process1_30-5-25	Run 7	-23947.19	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.994, 0.352, 2.961, 1.178, 13.653, 0.00e+00, 0.00e+00, 2.648, 21.51, 10.184, 0.031, 0.238, 9535.55)
output_full_group3-Amil_process1_30-5-25	Run 4	-23951.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.187, 0.316, 3.127, 1.191, 14.539, 0.00e+00, 0.00e+00, 2.812, 22.426, 10.608, 0.03, 0.227, 9094.86)
output_full_group3-Amil_process1_30-5-25	Run 1	-23958.60	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.024, 0.916, 3.067, 1.174, 12.896, 0.00e+00, 0.017, 2.659, 21.548, 10.353, 0.032, 0.233, 9472.95)
output_full_group3-Amil_process2_30-5-25	Run 7	-23943.07	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.339, 1.188, 3.65, 1.36, 16.248, 0.00e+00, 0.00e+00, 3.077, 24.86, 11.574, 0.027, 0.208, 8231.92)
output_full_group3-Amil_process2_30-5-25	Run 4	-23945.59	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(36.239, 1.218, 2.752, 1.079, 11.737, 0.00e+00, 0.00e+00, 2.511, 20.283, 9.545, 0.032, 0.257, 10140.99)
output_full_group3-Amil_process2_30-5-25	Run 8	-23948.97	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.651, 1.462, 2.466, 1.001, 13.198, 0.00e+00, 0.00e+00, 2.298, 18.787, 8.826, 0.037, 0.273, 10946.30)
output_full_group3-Amil_process2_30-5-25	Run 3	-23953.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(6.293, 14.881, 2.847, 1.137, 13.742, 0.00e+00, 0.00e+00, 2.532, 20.647, 9.856, 0.033, 0.246, 9898.79)
output_full_group3-Amil_process2_30-5-25	Run 2	-23978.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.012, 0.781, 2.581, 1.048, 14.076, 0.00e+00, 0.017, 2.368, 19.172, 9.197, 0.038, 0.252, 10598.27)
output_full_group1-group2_process4_30-5-25	Run 2	-12748.79	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(13.11, 0.613, 1.735, 1.0, 12.85, 0.00e+00, 0.00e+00, 1.984, 23.277, 22.616, 0.095, 0.408, 5508.63)
output_full_group1-group2_process4_30-5-25	Run 6	-12756.14	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.117, 1.077, 2.51, 0.716, 16.633, 0.00e+00, 0.558, 1.633, 19.411, 20.597, 0.153, 0.37, 6244.10)
output_full_group1-group2_process4_30-5-25	Run 8	-12836.41	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.017, 1.279, 3.687, 1.0, 24.267, 0.00e+00, 0.488, 1.834, 23.347, 25.89, 0.151, 0.269, 5116.42)
output_full_group1-group2_process4_30-5-25	Run 5	-13183.61	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.403, 0.146, 1.815, 1.524, 23.269, 0.00e+00, 0.00e+00, 1.782, 24.304, 25.321, 0.153, 0.271, 5195.41)
output_full_group1-group2_process4_30-5-25	Run 7	-13241.62	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.597, 2.12, 1.691, 1.753, 28.948, 0.00e+00, 0.00e+00, 1.428, 22.32, 23.035, 0.21, 0.258, 5713.05)
output_full_group2-group4_process3_30-5-25	Run 1	-12759.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.859, 1.31, 2.346, 4.896, 38.629, 0.00e+00, 0.00e+00, 1.069, 22.359, 31.216, 0.465, 0.096, 6136.15)
output_full_group2-group4_process3_30-5-25	Run 4	-12828.77	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.356, 0.226, 2.321, 3.968, 45.385, 0.00e+00, 0.00e+00, 1.305, 22.56, 32.371, 0.44, 0.076, 5804.92)
output_full_group2-group4_process3_30-5-25	Run 6	-12839.16	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.761, 0.262, 2.072, 3.939, 42.07, 0.00e+00, 0.00e+00, 1.18, 21.052, 28.754, 0.457, 0.093, 6389.56)
output_full_group2-group4_process3_30-5-25	Run 5	-12846.58	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.697, 0.078, 2.142, 4.276, 44.54, 0.00e+00, 0.00e+00, 1.186, 21.649, 28.832, 0.441, 0.096, 6252.75)
output_full_group2-group4_process3_30-5-25	Run 2	-12850.91	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.023, 2.178, 2.693, 7.073, 36.706, 0.00e+00, 0.00e+00, 1.072, 27.191, 33.372, 0.384, 0.116, 5632.22)
output_full_group3-Amil_process5_30-5-25	Run 4	-23939.55	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.54, 0.227, 3.6, 1.361, 16.393, 0.00e+00, 0.00e+00, 2.977, 24.637, 11.291, 0.028, 0.215, 8398.89)
output_full_group3-Amil_process5_30-5-25	Run 8	-23951.47	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.453, 0.676, 3.744, 1.388, 18.206, 0.00e+00, 0.00e+00, 3.032, 25.185, 11.244, 0.027, 0.215, 8247.22)
output_full_group3-Amil_process5_30-5-25	Run 6	-23963.35	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.625, 5.169, 3.726, 1.369, 15.462, 0.00e+00, 0.024, 3.036, 24.696, 11.771, 0.029, 0.201, 8254.77)
